bill_number,title,domain_title_terms,broad_title_terms,committee_net,fetch_status,legislation_type,text_chars,text_terms,snippet,decision,reason,note
H4349,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,287,,,exclude,EX-ADJACENT,auto
H4378,"Extension Order - Telecommunications, Utilities and Energy",,telecommunications,,ok,Extension Order,1045,,,exclude,EX-ADJACENT,auto
H4406,An Act establishing a task force on the use of deepfake and digital content forgery,,digital;deepfake,J33,ok,Bill,6406,privacy_generic:2,"deepfakes impacting state and local government, Massachusetts-based businesses, and residents. (2) The risks, including privacy risks, associated with the deployment of digital content forgery technologies and deepfakes on Massachusetts state and",exclude,EX-ADJACENT,"deepfake task force (content forgery, not personal data)"
H4411,"An Act relating to patient cost, benefit and coverage information, choice, and price transparency",,information,,ok,Bill,8003,,,exclude,EX-ADJACENT,auto
H4421,An Act establishing an education-to-career data center,,data,,ok,Bill,13269,personal_information:3;data_privacy:1;security_breach:1;privacy_generic:10,"al of an individual’s name, address, employer, date of birth, social security number, driver’s license number and other personal information from a data record. Data shall be considered “de-identified” only if satisfying the standard for de-identification set",include,IN-TEXT,auto
H4456,An Act relative to financial technology services,,technology,,ok,Bill,27356,privacy_generic:1,"ime, without incurring a cancellation fee imposed by the provider. Comply with all applicable local, state, and federal privacy and information security laws. If a provider solicits, charges, or receives a tip, gratuity, or other donation from a c",exclude,EX-FALSEPOS,incidental reference to complying with privacy laws
H4538,"Extension Order - Telecommunications, Utilities and Energy",,telecommunications,,ok,Extension Order,299,,,exclude,EX-ADJACENT,auto
H4571,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,254,,,exclude,EX-ADJACENT,auto
H4578,Study Order,,,J33,ok,Order,0,,,exclude,EX-ADJACENT,auto
H459,An Act relative to creating statutes relating to requiring school boards to make information about learning materials and educational activities used for pupil instruction available to the public,,information,,ok,Bill,11694,,,exclude,EX-ADJACENT,auto
H4631,An Act to modernize funding for community media programming,,,J33,ok,Bill,19863,,,exclude,EX-ADJACENT,auto
H4642,An Act to provide for the future information technology needs of Massachusetts.,,information;technology,,ok,Bill,0,,,exclude,EX-ADJACENT,auto
H4648,An Act to provide for the future information technology needs of Massachusetts.,,information;technology,,ok,Bill,0,,,exclude,EX-ADJACENT,auto
H4650,"An Act allowing ""print free"" digital legal notices for the town of Lexington",,digital,,ok,Bill,2314,,,exclude,EX-ADJACENT,auto
H4664,"An Act allowing ""print-free"" digital legal notices for the town of Lincoln",,digital,,ok,Bill,1645,,,exclude,EX-ADJACENT,auto
H4776,"Extension Order - Telecommunications, Utilities and Energy",,telecommunications,,ok,Extension Order,300,,,exclude,EX-ADJACENT,auto
H4798,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,254,,,exclude,EX-ADJACENT,auto
H4802,An Act addressing challenges facing public libraries and digital resource collections,,digital,,ok,Bill,6360,privacy_generic:2,"ese differences may impact consumer experience and access to diverse collections; (iv) research and describe how patron privacy records and metadata are kept, used, accessed and sold as it relates to patrons using and accessing digital and electro",exclude,EX-ADJACENT,library study; patron privacy one item of broader scope
H4832,An Act relative to civil rights and technology,,technology,,ok,Bill,6058,surveillance:2,ation in which a warrant would be required if the entry onto that property were made by an officer; and (ii) to conduct surveillance or location tracking in any situation in which a warrant or other legally required judicial authorization would be requ,exclude,EX-ADJACENT,robotic-device regulation; no personal-data handling rule
H4838,An Act relative to airplane noise data collection and Good Neighbor Policy,,data,,ok,Bill,3056,,,exclude,EX-ADJACENT,auto
H4889,An Act to provide for the future information technology needs of Massachusetts,,information;technology,,ok,Bill,0,,,exclude,EX-ADJACENT,auto
H4955,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,332,,,exclude,EX-ADJACENT,auto
H4961,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,313,,,exclude,EX-ADJACENT,auto
H530,An Act establishing an education-to-career data center,,data,,ok,Bill,13041,personal_information:3;data_privacy:1;security_breach:1;privacy_generic:10,"al of an individual’s name, address, employer, date of birth, social security number, driver’s license number and other personal information from a data record. Data shall be considered “de-identified” only if satisfying the standard for de-identification set",include,IN-TEXT,auto
H59,An Act relative to the oversight of cable contracts,,,J33,ok,Bill,647,,,exclude,EX-ADJACENT,auto
H61,An Act relative to filing slander against anonymous parties on the internet,,internet,J33,ok,Bill,1081,,,exclude,EX-ADJACENT,auto
H62,An Act establishing the Massachusetts open data standard,,data,J33,ok,Bill,7116,privacy_generic:1,commitment to agile management; (3) support for open data platforms and data standardization; and (4) commitment to the privacy of personal identifying information. Section 3. (a) The chief data officer shall establish the Massachusetts Open Data,exclude,EX-ADJACENT,open data standard (government transparency)
H64,An Act establishing a commission on automated decision-making by government in the Commonwealth,,,J33,ok,Bill,10655,data_protection:1,"ctions; (v) examine matters related to data sources, data sharing agreements, data security provisions, compliance with data protection laws and regulations, and all other issues related to how data is protected, used, and shared by agencies using automat",exclude,EX-ADJACENT,government automated-decision commission (AI governance)
H65,An Act relative to efficient access to the affordable connectivity program,,,J33,ok,Bill,566,,,exclude,EX-ADJACENT,auto
H659,An Act relative to candidate information on ballots,,information,,ok,Bill,1722,,,exclude,EX-ADJACENT,auto
H66,An Act relative to cyberattack response in Massachusetts,,,J33,ok,Bill,1596,,,exclude,EX-ADJACENT,auto
H67,An Act creating a task force to study the use of the internet by sex offenders,,internet,J33,ok,Bill,1771,,,exclude,EX-ADJACENT,auto
H678,An Act relative to random placement for candidate names and removal of incumbent information on primary and state ballots,,information,,ok,Bill,1251,,,exclude,EX-ADJACENT,auto
H68,An Act relative to internet service outages,,internet,J33,ok,Bill,7726,,,exclude,EX-ADJACENT,auto
H69,An Act establishing a special commission on blockchain and cryptocurrency,,,J33,ok,Bill,4925,privacy_generic:2,"ll be charged with examining the following: (a) The feasibility, validity and admissibility as well as risks, including privacy risks, and benefits of using blockchain technology in state and local government and Massachusetts-based businesses; pr",exclude,EX-ADJACENT,blockchain commission
H70,An Act providing for consumer protection in a digital economy,,digital;consumer_protection,J33,ok,Bill,434,,,exclude,EX-ADJACENT,auto
H704,An Act relative to honest online political advertisement disclosure and election interference,,online,,ok,Bill,3147,,,exclude,EX-ADJACENT,auto
H71,An Act creating a pilot program to explore digital innovation in government,,digital,J33,ok,Bill,1297,,,exclude,EX-ADJACENT,auto
H72,An Act to protect against deep fakes used to facilitate criminal or torturous conduct,,deepfake,J33,ok,Bill,4655,privacy_generic:2,"ration of deepfakes impacting state government, Massachusetts-based businesses, and residents. (2) The risks, including privacy risks, associated with the deployment of digital content forgery technologies and deepfakes on Massachusetts State and",exclude,EX-ADJACENT,deepfake criminal offense
H728,An Act relative to public information requests,,information,,ok,Bill,1717,,,exclude,EX-ADJACENT,auto
H74,An Act to modernize funding for community media programming,,,J33,ok,Bill,18420,,,exclude,EX-ADJACENT,auto
H75,An Act creating the Massachusetts digital equity broadband adoption program,,digital,J33,ok,Bill,5019,,,exclude,EX-ADJACENT,auto
H77,An Act relative to the Office of Information Technology considering cloud computing service options under certain circumstances,,information;technology,J33,ok,Bill,3274,data_protection:1,"when making a purchase for an information technology, cloud computing service options, including any security benefits, data protection safeguards, and cost savings associated with purchasing a cloud computing service option; (12) develop systems and meth",exclude,EX-ADJACENT,state IT cloud procurement
H78,An Act relative to assuring a jumpstart in investments in telecoms to preserve access to the internet,,internet,J33,ok,Bill,4935,,,exclude,EX-ADJACENT,auto
H79,An Act relative to providing for net neutrality and consumer protection,,consumer_protection,J33,ok,Bill,14863,,,exclude,EX-ADJACENT,auto
H81,An Act establishing free broadband internet access in public housing,,internet,J33,ok,Bill,2283,privacy_generic:1,"to food, housing, work, education, human dignity, life, non-discrimination, equality, the prohibition against torture, privacy, access to information, and the freedoms of association, assembly and movement. Broadband internet access is now an ess",exclude,EX-ADJACENT,broadband in public housing
